cpu,memory,error_rate,latency,failed
56.01,55.44,0.0447,216.9,0
64.62,69.78,0.0314,273.5,0
26.68,36.27,0.0019,137.7,0
95.56,92.07,0.2404,693.2,1
77.98,93.34,0.1006,288.1,0
95.63,98.81,0.2633,579.0,1
90.31,92.65,0.2552,640.8,1
50.05,67.03,0.0313,208.4,1
42.49,55.79,0.0352,83.4,0
97.86,96.67,0.1079,643.3,1
81.35,92.71,0.0538,441.4,1
87.24,86.28,0.099,363.1,1
88.8,91.23,0.0491,443.8,1
73.06,87.61,0.0724,377.8,1
34.91,62.13,0.0258,154.0,0
67.81,78.4,0.0263,281.6,1
57.69,19.25,0.0267,83.5,0
84.65,96.21,0.2297,630.5,1
79.63,82.91,0.0584,325.7,1
84.35,90.65,0.2059,586.5,1
24.53,26.24,0.0219,38.2,0
53.82,75.93,0.0569,269.9,0
47.87,50.69,0.0063,167.4,0
56.64,74.46,0.0324,207.7,0
36.36,53.61,0.0108,65.5,0
73.21,88.97,0.0591,313.1,0
90.29,97.16,0.1262,767.8,1
72.69,79.05,0.054,385.4,0
41.15,61.36,0,66.7,0
50.56,54.48,0.0672,187.8,0
93.61,98.52,0.246,557.2,1
21.62,38.7,0.0397,87.7,0
59.17,73.6,0.0517,270.3,0
59.12,58.63,0.0552,211.6,0
23.61,29.92,0.0087,141.0,0
87.5,76.61,0.0862,323.8,1
40.21,58.75,0.0285,109.4,0
58.09,63.65,0.0557,214.4,0
51.12,67.17,0.0646,152.9,1
88.1,97.4,0.1924,733.9,1
86.62,90.4,0.0992,306.9,1
69.67,62.35,0.0645,273.0,0
53.12,69.35,0.0343,170.4,0
45.03,31.88,0.0014,122.1,0
76.68,87.53,0.0863,342.4,1
61.59,74.0,0.048,290.7,0
84.02,80.85,0.078,359.8,0
82.54,93.66,0.1104,329.1,0
23.92,46.89,0.0052,175.7,0
83.77,90.98,0.0654,244.6,1
86.5,89.34,0.1282,391.6,1
49.63,76.16,0.0349,254.2,0
59.88,77.12,0.043,210.9,0
70.26,81.72,0.0439,270.5,1
51.95,79.99,0.0217,139.5,0
88.61,90.1,0.0803,414.1,1
84.13,97.75,0.1959,446.9,1
39.47,29.89,0.024,124.6,0
97.66,97.82,0.1256,469.7,1
81.02,78.02,0.1196,295.2,1
36.88,37.14,0.0242,56.2,0
87.66,93.47,0.2491,598.8,1
82.65,92.08,0.0631,292.6,1
97.31,89.82,0.1673,733.3,1
49.01,58.21,0.0322,104.3,0
72.13,80.02,0.0518,350.0,1
77.83,85.04,0.1119,255.7,1
87.21,92.26,0.1825,534.7,1
38.54,27.49,0.0282,72.3,0
88.21,88.18,0.0998,448.5,0
72.32,79.15,0.0248,286.4,0
93.59,97.73,0.2381,685.8,1
80.24,85.17,0.0928,447.2,0
89.66,91.07,0.1934,483.1,1
87.16,99.39,0.1534,492.1,1
72.24,59.48,0.0277,295.6,0
60.04,58.65,0.0494,233.2,0
70.8,76.74,0.0584,279.4,0
87.48,75.97,0.073,409.3,1
78.09,85.94,0.0871,418.6,0
86.8,95.14,0.2568,743.1,1
96.41,89.54,0.294,431.4,1
91.0,92.03,0.2188,536.5,1
97.98,96.2,0.2587,411.0,1
84.62,90.98,0.1457,752.4,1
99.63,99.56,0.1581,568.9,1
86.89,98.54,0.1915,474.2,1
86.37,89.88,0.0658,326.5,1
88.55,90.99,0.1939,554.0,1
85.93,90.72,0.1487,617.5,1
51.91,70.96,0.0228,199.4,0
88.89,79.62,0.1079,324.6,1
94.94,95.15,0.1022,541.9,1
95.25,98.53,0.1758,659.2,1
100,98.09,0.2429,556.4,1
49.95,71.1,0.0646,264.9,1
90.57,93.25,0.2247,627.6,1
88.72,98.2,0.127,383.6,1
66.01,67.51,0.0548,196.8,0
58.83,74.87,0.0391,225.4,0
73.43,73.97,0.0356,263.6,0
33.01,30.81,0.0237,95.7,0
88.31,90.13,0.1406,644.4,1
71.28,85.76,0.0916,352.4,1
99.96,97.95,0.1898,759.2,1
84.35,88.45,0.0851,295.6,1
47.26,48.66,0.0296,189.5,0
97.69,91.85,0.1971,688.8,1
72.58,85.24,0.076,286.9,1
20.34,59.48,0.0019,208.6,0
88.94,89.64,0.1065,402.5,0
82.27,87.75,0.0975,438.7,1
94.96,92.03,0.1161,523.1,1
69.69,78.27,0.0677,256.9,0
44.05,33.26,0.0396,155.1,0
20.74,32.69,0.0113,173.4,0
70.2,61.43,0.0321,139.1,0
73.44,80.98,0.1068,254.2,1
84.57,78.71,0.1144,395.0,1
89.87,93.66,0.1893,574.6,1
98.42,92.53,0.1787,583.1,1
64.56,61.22,0.0514,290.2,0
66.07,69.69,0.0457,221.1,0
87.57,84.88,0.0661,408.6,1
98.17,95.86,0.1239,789.1,1
96.18,89.23,0.162,459.8,1
51.23,76.34,0.0418,261.4,0
58.49,78.03,0.0427,190.3,0
24.41,25.26,0.0319,175.1,0
89.16,95.51,0.1679,601.5,1
82.86,75.29,0.0875,275.4,1
45.88,29.22,0.0436,118.6,0
74.91,82.24,0.0742,337.5,1
93.98,93.36,0.245,724.5,1
88.1,90.29,0.0733,392.3,1
53.76,42.74,0.007,153.7,0
88.82,84.24,0.1095,260.7,1
95.25,90.56,0.2103,538.4,1
54.52,77.53,0.035,268.7,0
92.9,90.87,0.1786,406.6,1
64.19,67.03,0.0435,187.9,0
57.65,74.36,0.0343,280.3,1
82.06,93.63,0.0921,243.0,1
57.08,42.06,0.0364,156.4,0
16.86,65.89,0.0195,88.9,0
59.63,71.74,0.0168,302.5,0
88.64,73.99,0.0727,353.2,1
92.05,98.29,0.1453,764.8,1
83.02,94.48,0.1168,404.8,1
56.72,71.46,0.0281,239.8,0
82.04,88.55,0.0592,255.1,1
99.56,98.1,0.1378,798.9,1
70.59,93.34,0.089,317.3,1
66.97,61.85,0.0228,184.0,1
53.06,49.45,0.0347,85.8,0
17.21,49.85,0.0031,200.1,0
49.07,69.46,0.0352,160.7,1
66.91,61.01,0.0165,236.8,1
92.68,91.94,0.127,632.9,1
90.34,94.0,0.2827,685.2,1
56.66,37.96,0.0188,207.9,0
55.92,58.76,0.061,286.2,0
95.14,91.35,0.2904,422.7,1
73.58,76.17,0.0263,245.3,0
55.53,73.5,0.0472,171.8,0
53.85,73.29,0.0462,165.3,0
55.04,24.87,0.002,133.7,0
53.79,64.68,0.0501,162.5,0
97.31,96.14,0.1782,441.8,1
96.18,96.22,0.1876,485.5,1
93.38,100,0.1627,668.0,1
40.48,31.93,0.0021,150.8,0
73.26,79.83,0.1146,339.0,0
39.73,53.31,0.0432,141.2,0
56.72,73.51,0.0252,214.3,1
62.23,68.56,0.0218,239.7,0
57.93,66.07,0.0284,194.7,1
34.38,24.31,0.027,128.8,0
36.99,49.83,0.0109,103.2,0
100,95.33,0.1135,767.2,1
29.03,34.03,0.0239,173.5,0
18.83,53.52,0.0369,169.2,0
91.5,91.66,0.2681,433.3,1
71.23,66.11,0.0383,146.4,0
65.86,68.9,0.0292,296.2,0
58.42,60.5,0.0278,243.6,0
96.59,92.29,0.2015,487.8,1
66.52,62.51,0.0476,257.2,1
96.05,91.1,0.2191,596.8,1
89.91,94.96,0.1659,707.6,1
93.92,95.95,0.2615,475.4,1
87.6,92.76,0.0969,246.0,0
51.0,66.45,0.0269,269.2,0
86.83,91.63,0.1759,397.5,1
73.43,93.98,0.113,286.5,0
80.44,79.49,0.1048,258.2,1
64.28,76.57,0.0236,248.0,1
81.91,80.53,0.0881,414.3,1
92.04,94.7,0.2606,528.8,1
91.17,86.73,0.1077,283.4,0
91.15,89.36,0.0891,287.6,1
100,100,0.1466,578.1,1
66.67,79.38,0.0542,283.7,0
31.78,58.16,0.0215,98.8,0
37.89,40.13,0.034,155.2,0
85.53,94.37,0.1254,743.4,1
15.0,31.68,0.0062,188.2,0
65.03,58.63,0.0291,218.8,0
54.53,48.84,0.0303,157.7,0
49.36,56.11,0.0248,151.6,0
88.42,96.47,0.2053,570.0,1
84.68,88.92,0.0959,357.3,1
66.11,56.28,0.0392,210.0,0
90.99,93.56,0.2417,446.8,1
27.46,53.68,0.0376,81.8,0
54.83,45.74,0.0302,125.5,0
86.24,93.02,0.1971,778.8,1
16.11,41.76,0.0076,91.4,0
52.68,25.28,0.0147,142.7,0
79.2,80.86,0.0655,298.5,0
96.94,94.01,0.2336,560.0,1
80.52,88.67,0.1053,413.0,1
79.61,91.95,0.1127,274.4,1
64.18,70.21,0.057,289.0,0
19.55,54.9,0.0275,111.3,0
80.69,78.2,0.0562,286.5,1
72.21,94.2,0.0985,368.3,1
71.18,83.28,0.0592,294.8,1
85.94,95.36,0.2011,614.5,1
64.74,70.63,0.0259,160.7,0
54.55,74.83,0.0605,176.8,0
92.85,99.07,0.1078,461.2,1
49.62,50.73,0.0084,154.3,0
98.46,99.65,0.1898,735.6,1
77.07,93.94,0.0665,418.0,1
19.12,21.1,0.0191,82.1,0
55.52,63.17,0.0508,288.0,0
76.46,91.91,0.0817,274.1,0
85.61,81.31,0.1165,416.6,0
100,95.44,0.1527,811.2,1
88.05,91.65,0.1531,561.4,1
22.58,53.14,0.0339,90.6,0
64.1,69.58,0.0592,258.8,1
89.86,83.02,0.0989,387.6,0
87.99,82.68,0.1084,265.7,1
73.78,76.95,0.052,189.1,0
98.0,95.2,0.1688,399.8,1
59.1,58.6,0.0474,213.5,1
82.29,85.03,0.1123,263.4,1
33.96,28.48,0.0145,145.5,0
77.87,82.32,0.0641,307.1,1
67.37,73.28,0.04,301.2,0
91.26,94.38,0.1729,704.2,1
55.6,38.92,0.0387,193.6,0
88.02,97.17,0.1645,769.3,1
54.66,61.65,0.0657,173.9,0
85.73,91.56,0.2932,672.2,1
95.01,96.04,0.21,638.0,1
41.23,60.88,0.0003,77.1,0
53.45,65.45,0.0445,153.0,0
18.34,38.87,0.0426,152.7,0
50.68,37.48,0.0112,152.3,0
58.27,67.69,0.0487,207.2,0
84.15,76.46,0.0675,239.8,1
69.59,62.24,0.0487,249.4,0
68.28,77.84,0.0274,235.1,0
98.52,96.38,0.2404,514.5,1
74.62,86.64,0.0991,261.5,0
50.34,30.01,0.0206,99.9,0
62.74,70.6,0.0248,311.8,0
96.12,95.29,0.2308,634.9,1
81.66,78.33,0.1054,380.0,0
79.6,92.54,0.0863,314.6,1
94.42,93.88,0.1113,694.6,1
87.73,86.02,0.0851,268.8,1
55.58,22.98,0.0065,127.9,0
33.4,37.82,0.0217,110.1,0
88.34,96.34,0.1608,521.9,1
65.48,70.31,0.0356,259.6,1
99.03,100,0.273,428.2,1
71.73,90.53,0.1127,265.6,1
94.63,92.55,0.1403,696.2,1
60.14,53.5,0.0247,269.5,1
85.17,81.74,0.1011,329.7,0
71.79,73.83,0.0483,229.4,0
92.02,91.09,0.1355,407.1,1
90.94,92.84,0.1911,454.5,1
97.04,96.53,0.2669,648.3,1
66.0,56.26,0.0374,255.3,0
96.26,92.42,0.2326,684.3,1
59.62,79.2,0.025,257.8,1
47.29,46.48,0.02,109.2,0
97.21,91.99,0.1094,764.6,1
75.14,82.8,0.1021,299.3,1
39.22,32.73,0.0092,137.1,0
53.28,79.6,0.0396,163.2,0
20.68,63.9,0.0273,36.9,0
73.81,87.5,0.0553,295.4,1
70.96,58.04,0.0472,276.2,0
99.06,99.77,0.2087,786.4,1
70.47,78.4,0.0945,450.9,1
39.79,43.63,0.0182,89.1,0
94.25,89.82,0.2466,514.3,1
38.1,25.15,0.0089,173.7,0
91.91,96.02,0.1159,456.7,1
71.04,76.14,0.0223,154.8,0
56.08,74.34,0.0342,138.7,0
94.8,90.51,0.1638,703.3,1
91.39,91.5,0.1713,664.9,1
97.08,99.85,0.1643,717.3,1
93.27,99.56,0.2192,429.9,1
53.0,34.33,0.0163,176.8,0
87.54,93.86,0.3023,679.2,1
56.95,44.84,0.0182,74.4,0
21.98,42.32,0.0233,130.2,0
86.64,91.61,0.146,610.6,1
84.74,83.92,0.074,331.5,1
61.91,70.37,0.0228,262.3,0
87.42,91.96,0.2069,685.1,1
94.59,93.35,0.2511,581.2,1
85.25,97.87,0.1714,805.2,1
94.09,94.33,0.2758,785.3,1
48.63,52.11,0.0098,209.1,0
86.16,92.41,0.2137,741.7,1
54.5,49.25,0.0093,195.3,0
56.73,35.64,0.0091,68.1,0
89.23,74.62,0.1149,379.0,1
94.28,91.02,0.1263,697.3,1
78.44,95.5,0.0692,324.6,0
41.34,58.9,0.0201,75.2,0
59.37,55.36,0.0267,148.2,0
63.29,55.42,0.0703,266.5,0
88.18,92.22,0.1201,737.1,1
24.85,23.22,0.0276,140.6,0
63.24,63.4,0.0371,177.9,0
85.7,96.96,0.1685,702.6,1
32.86,62.45,0.0208,72.2,0
77.17,76.67,0.0585,318.7,1
96.46,90.9,0.1624,430.8,1
89.46,90.7,0.0622,422.9,1
73.81,72.41,0.0444,184.7,0
44.59,54.66,0.0203,100.1,0
51.76,38.41,0.0017,116.0,0
27.7,44.55,0.0175,103.0,0
57.35,74.65,0.0294,145.1,0
50.95,69.23,0.065,222.0,1
58.65,66.7,0.0416,142.3,0
27.28,48.04,0.009,96.7,0
61.08,71.85,0.0587,278.6,0
60.66,65.75,0.0354,248.9,0
24.88,63.49,0.0205,135.9,0
65.79,55.26,0.0377,167.3,0
31.7,21.11,0.01,115.9,0
37.02,33.77,0.0191,153.0,0
87.8,75.21,0.0618,319.2,1
91.07,99.73,0.2499,609.4,1
88.43,95.12,0.2436,692.9,1
40.0,28.11,0.0247,93.2,0
68.64,79.75,0.0694,322.3,1
92.39,98.64,0.1833,633.9,1
86.99,95.29,0.1096,519.6,1
90.84,93.7,0.2192,740.0,1
74.89,82.48,0.1003,413.7,1
97.21,94.14,0.2729,446.0,1
100,94.15,0.1933,679.2,1
40.37,39.93,0.0266,133.9,0
97.31,91.13,0.1789,692.8,1
88.41,100,0.2085,749.4,1
86.76,90.68,0.0801,441.0,1
69.94,75.72,0.0473,287.1,0
31.66,41.06,0.0034,113.0,0
80.56,85.66,0.1031,347.6,1
38.56,26.42,0.0317,181.7,0
89.75,76.4,0.0907,368.8,0
82.46,87.03,0.0712,321.8,1
88.02,95.27,0.1699,571.5,1
73.12,90.19,0.107,315.6,1
77.9,79.86,0.0996,459.7,0
87.63,94.76,0.2464,482.3,1
61.64,61.12,0.0299,313.8,0
52.11,48.52,0.0275,146.3,0
79.72,95.55,0.0903,406.9,1
100,100,0.2643,534.9,1
50.12,52.05,0.0153,73.5,0
91.04,91.64,0.1085,406.9,1
71.83,92.93,0.0836,326.9,1
71.75,70.36,0.0536,249.7,1
74.32,87.77,0.0615,378.2,1
91.68,89.93,0.2714,729.1,1
32.87,66.26,0.0078,59.3,0
77.0,92.14,0.0787,340.9,1
31.99,61.51,0.0103,185.7,0
54.97,73.71,0.0653,233.3,1
88.78,93.29,0.2954,505.7,1
45.02,37.2,0.0277,93.0,0
34.95,51.82,0.0106,176.7,0
56.41,61.2,0.0576,210.8,0
72.06,76.67,0.0583,332.7,1
64.64,62.71,0.0508,223.5,0
93.44,98.92,0.1617,539.9,1
94.65,94.39,0.17,556.7,1
70.38,88.04,0.08,366.3,1
83.57,82.0,0.11,342.4,0
72.73,67.18,0.0275,188.8,0
76.48,91.05,0.0613,385.4,0
19.6,44.22,0.0056,119.2,0
76.38,91.27,0.1187,345.5,1
73.27,67.97,0.0396,289.5,0
28.32,47.51,0.0367,64.8,0
31.18,19.69,0.0325,84.8,0
58.9,69.19,0.0529,232.8,0
76.55,59.27,0.0508,251.8,0
86.57,95.08,0.1103,399.0,0
61.21,60.1,0.0405,287.4,0
80.96,90.26,0.0806,432.2,0
78.02,88.15,0.0882,447.1,0
22.73,31.78,0.0234,108.8,0
88.9,92.51,0.1562,418.3,1
75.79,94.73,0.1078,438.6,0
89.65,92.41,0.1359,453.1,1
79.09,81.43,0.0785,343.3,0
39.68,37.31,0.0254,190.0,0
41.98,19.39,0.0265,109.8,0
72.13,64.59,0.0266,202.2,0
38.34,46.94,0.0296,176.3,0
20.78,63.34,0.0331,175.7,0
46.98,19.27,0.0086,100.9,0
76.87,80.03,0.0775,297.6,0
49.74,28.11,0.0119,152.1,0
97.8,97.35,0.2774,574.6,1
66.79,71.73,0.0224,258.9,1
61.0,75.82,0.0536,204.6,0
71.9,80.93,0.094,437.3,0
59.83,62.52,0.0426,194.6,1
17.63,62.49,0.0184,104.0,0
94.86,96.59,0.2036,612.1,1
78.23,93.66,0.0967,419.3,1
84.82,94.19,0.2406,678.6,1
23.17,64.65,0.0154,110.1,0
78.31,95.79,0.0953,352.4,1
96.67,89.95,0.1463,648.8,1
66.53,57.15,0.0602,182.4,0
79.23,86.01,0.0888,290.8,1
83.66,86.17,0.0948,334.8,1
51.48,67.47,0.0554,160.2,1
32.14,33.4,0.0144,108.7,0
41.11,39.11,0.0065,134.9,0
83.26,82.0,0.1004,435.7,0
91.42,98.45,0.1302,512.8,1
87.47,96.11,0.2461,435.9,1
58.18,77.46,0.0472,262.8,0
58.53,74.1,0.0347,284.0,0
94.51,93.31,0.1909,591.4,1
87.65,98.59,0.2142,422.4,1
95.24,96.57,0.2362,588.2,1
58.38,61.7,0.0367,219.0,0
59.12,79.85,0.0681,221.3,1
86.48,95.51,0.1949,625.0,1
65.97,63.15,0.0475,195.2,0
86.95,96.77,0.2252,653.8,1
86.83,98.51,0.192,539.3,1
73.27,85.35,0.0725,423.3,1
48.89,22.46,0.0312,126.9,0
55.16,57.22,0.0242,73.7,0
95.69,98.58,0.2304,657.2,1
81.06,85.95,0.0817,354.6,0
86.77,92.23,0.2135,633.8,1
73.22,79.3,0.0165,267.8,0
91.27,90.95,0.2657,582.0,1
69.78,84.06,0.0579,282.9,1
47.25,37.84,0.0158,65.1,0
54.1,72.99,0.0418,185.4,0
48.85,73.39,0.0614,226.3,0
62.35,67.18,0.0516,162.0,0
99.14,93.75,0.2346,733.0,1
96.96,97.46,0.1496,697.4,1
39.65,23.49,0.0265,107.4,0
82.48,88.23,0.0742,248.9,0
95.9,92.73,0.2026,433.7,1
91.71,97.27,0.2544,510.3,1
93.45,97.75,0.1853,477.8,1
98.18,90.43,0.1227,758.2,1
87.13,99.03,0.1083,790.8,1
79.72,88.69,0.0476,339.9,1
91.89,100,0.1801,391.0,1
34.5,32.23,0.0385,85.9,0
82.09,92.61,0.0849,358.9,1
90.86,79.25,0.1061,357.4,1
87.4,93.33,0.1556,576.0,1
91.02,100,0.1171,756.2,1
91.88,93.44,0.271,618.9,1
57.27,34.32,0.0003,95.0,0
69.39,89.22,0.0583,304.4,1
88.08,89.57,0.2268,495.0,1
54.94,78.66,0.0329,263.9,0
41.48,65.27,0.0113,78.9,0
96.67,94.37,0.197,680.0,1
97.6,94.57,0.1126,781.8,1
99.67,94.13,0.2121,656.3,1
52.58,54.58,0.0272,79.5,0
88.45,94.21,0.2904,813.0,1
66.4,71.4,0.0248,196.7,0
82.69,90.09,0.0832,292.5,1
88.99,99.16,0.1666,434.6,1
60.05,51.27,0.0148,136.5,0
72.78,83.31,0.092,356.2,1
30.38,54.61,0.037,112.7,0
77.7,81.62,0.0859,244.6,1
52.68,79.38,0.0513,191.1,1
64.4,76.46,0.0465,248.7,1
95.32,97.77,0.285,576.0,1
57.3,41.16,0.0129,206.7,0
77.37,91.14,0.0739,393.2,1
28.35,28.51,0.0279,153.0,0
87.14,86.71,0.0619,300.4,1
21.36,63.51,0.004,110.4,0
82.66,78.63,0.0724,360.0,0
98.64,91.55,0.2281,388.3,1
77.22,79.11,0.1202,363.6,0
55.68,37.05,0.0232,104.0,0
55.28,29.31,0.023,68.3,0
75.39,84.6,0.1049,357.8,1
56.14,71.98,0.0653,223.3,0
48.67,29.77,0.0113,201.0,0
93.19,91.16,0.1656,502.7,1
90.04,96.53,0.1075,654.4,1
24.55,19.24,0.0313,115.7,0
21.53,30.84,0.0085,97.5,0
73.07,78.63,0.0838,386.5,1
88.01,91.06,0.096,444.3,1
86.14,99.02,0.2347,417.3,1
72.46,92.11,0.1071,284.5,1
75.98,77.1,0.0643,306.2,1
96.72,94.22,0.3002,487.4,1
74.61,73.99,0.0489,200.6,0
59.8,69.76,0.0657,268.6,0
90.27,95.84,0.1652,502.0,1
23.11,28.84,0.0035,120.8,0
70.16,61.57,0.0335,162.5,0
71.24,72.32,0.0587,262.4,0
81.23,85.08,0.0591,234.0,0
65.02,60.18,0.046,155.6,0
86.62,94.93,0.2483,587.3,1
40.91,58.83,0.0333,134.0,0
74.06,61.62,0.0542,165.4,1
89.15,93.35,0.2603,791.5,1
94.28,93.7,0.1395,464.8,1
38.43,47.08,0.0147,82.9,0
42.82,53.86,0.0259,174.2,0
23.57,37.94,0.0223,188.0,0
88.06,76.38,0.0788,399.4,1
56.01,56.87,0.0359,284.4,1
69.54,64.44,0.0376,148.1,1
92.63,96.6,0.1294,777.3,1
97.6,90.66,0.2541,499.1,1
18.47,59.6,0.0329,191.9,0
18.14,64.64,0.0186,120.4,0
59.36,30.89,0.0269,149.0,0
35.66,29.99,0.0437,68.3,0
25.43,19.82,0.0388,79.9,0
59.08,55.13,0.0236,192.3,0
92.61,95.84,0.2659,631.1,1
88.6,78.77,0.1096,284.6,0
20.78,48.05,0.0322,98.2,0
76.23,87.64,0.0809,329.4,1
69.75,60.71,0.0448,204.3,0
82.41,78.66,0.1167,368.7,1
41.35,22.96,0.0041,105.7,0
91.05,88.63,0.0494,285.4,0
20.67,22.55,0.021,51.9,0
48.4,78.67,0.0241,171.6,0
70.99,80.94,0.1091,281.6,0
16.53,40.57,0.0276,77.7,0
28.17,23.25,0.0309,116.4,0
77.93,82.72,0.1076,361.0,0
86.69,92.64,0.1249,679.8,1
91.88,89.65,0.1802,549.3,1
87.14,82.15,0.0685,368.9,1
98.73,96.95,0.2221,730.1,1
30.86,42.6,0.0375,152.2,0
95.66,97.0,0.146,573.6,1
67.54,57.12,0.0338,259.6,0
59.46,79.64,0.0385,272.6,0
77.46,92.65,0.0909,343.4,1
56.54,36.97,0.0401,103.8,0
62.61,66.66,0.0595,267.2,0
77.66,80.87,0.1196,340.4,0
75.57,78.88,0.0744,253.1,1
33.16,33.25,0.0164,136.1,0
25.99,64.68,0.0111,103.9,0
52.35,79.78,0.0261,210.7,0
76.4,80.29,0.1076,427.8,1
90.56,90.77,0.2717,587.4,1
94.42,92.0,0.2617,388.0,1
61.06,79.69,0.0565,279.4,0
49.8,21.09,0.0207,142.9,0
80.99,81.61,0.0598,403.1,1
81.67,86.71,0.1119,312.4,0
88.44,98.68,0.1921,455.6,1
50.93,73.23,0.0558,268.5,0
56.33,24.99,0.0152,119.2,0
73.78,75.36,0.1014,381.5,1
79.9,78.49,0.0792,246.8,1
33.25,49.85,0.0067,118.8,0
85.77,96.79,0.2342,766.8,1
34.56,57.24,0.0041,71.7,0
70.28,58.03,0.0612,159.5,0
53.88,53.45,0.0056,164.7,0
96.65,99.57,0.1543,463.3,1
59.03,68.0,0.0531,265.5,1
74.3,83.61,0.0679,350.9,0
60.4,80.61,0.0504,314.3,1
54.59,45.83,0.0161,196.0,0
59.7,70.68,0.0313,165.6,0
21.38,27.23,0.0077,53.8,0
14.5,36.24,0.0146,167.8,0
82.95,93.96,0.066,280.2,1
64.17,64.1,0.0559,259.1,1
27.7,22.37,0.0186,107.7,0
25.35,63.0,0.019,192.6,0
61.33,63.39,0.0522,163.5,0
64.47,58.86,0.0481,286.6,0
60.6,71.01,0.0481,208.9,0
17.47,61.19,0.0404,115.0,0
43.74,55.67,0,153.0,0
51.19,28.03,0.0392,110.5,0
97.13,90.59,0.1179,560.7,1
56.98,54.08,0.0625,215.1,0
68.86,59.2,0.021,286.8,1
78.1,78.43,0.0872,347.5,1
59.29,19.22,0.0371,135.3,0
70.16,75.98,0.0303,275.2,0
78.89,87.45,0.0627,353.2,0
49.97,61.87,0.0375,131.7,0
93.0,92.79,0.1071,585.0,1
92.49,98.52,0.2193,755.7,1
40.74,55.11,0.0361,168.0,0
78.86,92.35,0.0836,439.9,1
49.18,64.44,0.0215,301.3,0
76.86,90.53,0.0696,355.4,0
49.2,81.02,0.0221,287.8,0
33.58,40.63,0.0226,168.8,0
70.96,75.0,0.0514,313.7,0
92.69,90.79,0.2454,605.5,1
73.36,65.03,0.0287,220.6,1
20.18,42.36,0.0044,190.2,0
39.29,23.72,0.0275,137.8,0
49.84,32.77,0.0292,171.4,0
96.33,100,0.2639,453.5,1
52.54,66.12,0.0411,166.0,0
94.33,93.86,0.2497,649.8,1
53.6,77.14,0.0196,180.9,0
85.18,94.54,0.0965,375.7,1
86.39,79.01,0.0887,429.5,1
87.1,80.66,0.1209,365.8,1
44.54,42.67,0.0097,99.8,0
100,93.93,0.1097,513.5,1
86.61,92.49,0.207,586.3,1
95.06,96.38,0.1151,438.3,1
81.52,89.69,0.0599,351.4,1
95.78,95.09,0.2174,399.0,1
92.18,96.54,0.2744,698.5,1
29.22,42.14,0.039,201.7,0
31.76,64.46,0.0129,107.4,0
78.2,83.1,0.0803,450.7,0
78.49,82.43,0.0939,357.8,1
91.03,76.87,0.1161,324.2,1
60.33,72.9,0.0248,244.1,0
87.66,95.8,0.22,528.4,1
83.47,94.64,0.1875,641.5,1
77.24,77.24,0.1119,352.3,1
93.96,95.46,0.1202,543.0,1
55.4,56.43,0.0715,237.9,1
52.16,49.04,0.0312,84.4,0
93.03,95.21,0.1915,604.8,1
54.23,77.33,0.0334,247.7,1
92.74,97.37,0.2475,506.7,1
87.35,88.87,0.0537,371.6,1
38.46,46.56,0.0406,169.7,0
45.66,22.23,0.0039,79.3,0
98.63,98.59,0.2272,489.1,1
69.57,64.05,0.0611,251.6,0
89.56,94.32,0.2308,517.0,1
92.43,92.62,0.2576,792.5,1
78.42,78.69,0.0828,379.4,0
67.22,60.13,0.07,273.0,0
85.88,76.54,0.0596,366.9,1
99.61,92.26,0.1556,572.3,1
89.65,96.65,0.1565,683.1,1
68.68,76.93,0.1158,332.0,0
59.81,80.19,0.0262,199.0,0
16.87,30.96,0.0113,59.9,0
76.14,90.05,0.1188,250.9,0
88.79,90.02,0.281,569.7,1
72.45,71.49,0.0583,298.9,0
20.53,60.12,0.0004,132.1,0
70.98,57.29,0.0565,277.9,1
97.24,92.33,0.2806,526.9,1
53.4,55.41,0.0071,192.8,0
71.34,92.2,0.1069,450.3,1
84.63,100,0.2,652.0,1
98.98,96.08,0.1873,734.0,1
78.49,73.39,0.07,276.4,1
95.38,96.23,0.2522,534.9,1
85.03,89.38,0.217,711.8,1
40.5,50.43,0.0337,112.6,0
96.91,94.87,0.1134,499.5,1
66.12,78.23,0.0539,256.2,0
18.55,58.78,0.0137,146.8,0
87.2,94.2,0.0811,300.5,0
33.08,36.91,0.0178,106.5,0
91.39,95.87,0.2333,499.7,1
27.23,26.65,0.0182,45.7,0
88.24,100,0.2462,616.9,1
62.38,79.28,0.0411,212.9,0
85.68,91.96,0.2432,733.9,1
73.92,92.72,0.0901,279.6,1
53.12,78.94,0.044,282.8,0
30.4,47.79,0.0103,102.4,0
20.27,48.45,0.0046,147.1,0
54.32,45.46,0.0103,138.6,0
69.55,75.09,0.0411,201.5,1
29.05,37.27,0.0409,159.2,0
79.05,84.05,0.1086,303.0,1
87.13,90.55,0.1076,461.3,1
34.15,33.35,0.0281,150.1,0
100,99.74,0.2097,499.3,1
36.51,36.37,0.0159,103.3,0
73.12,74.51,0.033,167.7,0
97.29,93.33,0.216,731.0,1
99.24,100,0.2227,777.7,1
61.69,70.24,0.0162,295.1,0
31.01,48.56,0.0075,194.8,0
74.7,78.42,0.0868,405.4,1
86.46,85.74,0.0727,287.5,0
89.17,77.55,0.0728,311.0,0
68.75,82.35,0.0623,423.6,1
86.27,91.4,0.0584,236.1,1
83.55,83.68,0.0697,362.4,1
68.52,64.43,0.0497,269.3,0
66.33,58.25,0.0333,154.8,0
